Date,Open,High,Low,Close,Adjusted_close,Volume
1981-06-05,31.7408,31.7408,31.6288,31.6288,0.1097,57680000
1981-06-08,30.6208,30.6208,30.5088,30.5088,0.1058,93497600
1981-06-09,31.136,31.248,31.136,31.136,0.108,119593600
1981-06-10,31.4944,31.8752,31.4944,31.4944,0.1093,25222400
1981-06-11,32.8832,32.9952,32.8832,32.8832,0.1141,38976000
1981-06-12,32.6144,32.6144,32.5024,32.5024,0.1128,25804800
1981-06-15,32.5024,32.5024,32.368,32.368,0.1123,143763200
1981-06-16,31.8752,31.8752,31.7408,31.7408,0.1101,37251200
1981-06-17,31.3824,31.3824,31.248,31.248,0.1084,27574400
1981-06-18,31.248,31.3824,31.136,31.136,0.108,23049600
1981-06-19,30.3744,30.3744,30.24,30.24,0.1049,27507200
1981-06-22,29.2544,29.2544,29.12,29.12,0.101,10841600
1981-06-23,29.6352,29.8816,29.6352,29.6352,0.1028,15030400
1981-06-24,29.12,29.12,28.8736,28.8736,0.1002,23027200
1981-06-25,29.5008,29.6352,29.5008,29.5008,0.1023,24259200
1981-06-26,29.3664,29.3664,29.12,29.12,0.101,23788800
1981-06-29,28.3808,28.3808,28.1344,28.1344,0.0976,10595200
1981-06-30,26.1184,26.1184,26.0064,26.0064,0.0902,35907200
1981-07-01,25.872,25.872,25.76,25.76,0.0894,170464000
1981-07-02,25.76,25.872,25.76,25.76,0.0894,30284800
1981-07-06,25.1328,25.1328,24.864,24.864,0.0863,16531200
1981-07-07,25.1328,25.3792,25.1328,25.1328,0.0872,15836800
1981-07-08,26.1184,26.2528,26.1184,26.1184,0.0906,16620800
1981-07-09,24.2592,24.2592,24.1248,24.1248,0.0837,32883200
1981-07-10,22.3776,22.3776,22.2432,22.2432,0.0772,55171200
1981-07-13,22.7584,22.8704,22.7584,22.7584,0.079,45740800
1981-07-14,23.744,23.9904,23.744,23.744,0.0824,19779200
1981-07-15,24.3712,24.5056,24.3712,24.3712,0.0845,10953600
1981-07-16,24.9984,25.2448,24.9984,24.9984,0.0867,15232000
1981-07-17,25.872,26.0064,25.872,25.872,0.0898,19824000
1981-07-20,24.2592,24.2592,24.1248,24.1248,0.0837,23654400
1981-07-21,24.1248,24.1248,23.9904,23.9904,0.0832,31942400
1981-07-22,22.8704,22.8704,22.624,22.624,0.0785,22668800
1981-07-23,23.2512,23.3856,23.2512,23.2512,0.0807,34451200
1981-07-24,23.9904,24.1248,23.9904,23.9904,0.0832,28851200
1981-07-27,24.9984,25.1328,24.9984,24.9984,0.0867,17337600
1981-07-28,24.2592,24.2592,24.1248,24.1248,0.0837,22848000
1981-07-29,23.8784,23.8784,23.744,23.744,0.0824,15500800
1981-07-30,24.6176,24.864,24.6176,24.6176,0.0854,9900800
1981-07-31,24.9984,25.1328,24.9984,24.9984,0.0867,10953600
1981-08-03,24.9984,24.9984,24.752,24.752,0.0859,12432000
1981-08-04,25.1328,25.2448,25.1328,25.1328,0.0872,31673600
1981-08-05,25.872,26.0064,25.872,25.872,0.0898,17494400
1981-08-06,25.3792,25.3792,25.2448,25.2448,0.0876,10528000
1981-08-07,25.2448,25.3792,25.2448,25.2448,0.0876,9206400
1981-08-10,25.2448,25.2448,25.2448,25.2448,0.0876,0
1981-08-11,24.752,24.752,24.5056,24.5056,0.085,71456000
1981-08-12,24.1248,24.1248,23.9904,23.9904,0.0832,26275200
1981-08-13,23.3856,23.3856,23.2512,23.2512,0.0807,27484800
1981-08-14,23.1168,23.1168,22.8704,22.8704,0.0793,24192000
1981-08-17,22.3776,22.3776,22.1312,22.1312,0.0768,18905600
1981-08-18,21.8848,21.8848,21.616,21.616,0.075,17001600
1981-08-19,21.616,21.616,21.3696,21.3696,0.0741,20675200
1981-08-20,21.616,21.7504,21.616,21.616,0.075,17113600
1981-08-21,20.384,20.384,20.1152,20.1152,0.0698,41910400
1981-08-24,18.9952,18.9952,18.8832,18.8832,0.0655,23072000
1981-08-25,19.376,19.5104,19.376,19.376,0.0672,40700800
1981-08-26,19.1296,19.1296,18.9952,18.9952,0.0659,33600000
1981-08-27,19.1296,19.2416,19.1296,19.1296,0.0664,25916800
1981-08-28,20.1152,20.2496,20.1152,20.1152,0.0698,38035200
1981-08-31,20.1152,20.2496,20.1152,20.1152,0.0698,40947200
1981-09-01,21.3696,21.504,21.3696,21.3696,0.0741,37027200
1981-09-02,21.7504,21.8848,21.7504,21.7504,0.0755,19376000
1981-09-03,20.8768,20.8768,20.6304,20.6304,0.0716,37475200
1981-09-04,20.496,20.496,20.384,20.384,0.0707,15254400
1981-09-08,19.8688,19.8688,19.7568,19.7568,0.0685,25446400
1981-09-09,19.7568,19.8688,19.7568,19.7568,0.0685,30531200
1981-09-10,19.8688,20.0032,19.8688,19.8688,0.0689,34809600
1981-09-11,19.7568,19.7568,19.6224,19.6224,0.0681,17539200
1981-09-14,19.1296,19.1296,18.9952,18.9952,0.0659,27686400
1981-09-15,18.6144,18.6144,18.5024,18.5024,0.0642,19510400
1981-09-16,18.256,18.256,18.1216,18.1216,0.0629,19353600
1981-09-17,17.7408,17.7408,17.6288,17.6288,0.0612,19376000
1981-09-18,17.7408,17.8752,17.7408,17.7408,0.0615,26320000
1981-09-21,17.8752,18.0096,17.8752,17.8752,0.062,49033600
1981-09-22,17.0016,17.0016,16.8672,16.8672,0.0585,47420800
1981-09-23,16.7552,16.7552,16.5088,16.5088,0.0573,28201600
1981-09-24,16.5088,16.5088,16.3744,16.3744,0.0568,18300800
1981-09-25,14.4928,14.4928,14.2464,14.2464,0.0494,34608000
1981-09-28,14.3808,14.4928,14.3808,14.3808,0.0499,91728000
1981-09-29,15.12,15.2544,15.12,15.12,0.0525,94684800
1981-09-30,15.2544,15.3664,15.2544,15.2544,0.0529,49996800
1981-10-01,15.2544,15.3664,15.2544,15.2544,0.0529,61129600
1981-10-02,16.5088,16.6208,16.5088,16.5088,0.0573,45046400
1981-10-05,17.0016,17.248,17.0016,17.0016,0.059,43097600
1981-10-06,17.0016,17.0016,16.8672,16.8672,0.0585,28358400
1981-10-07,17.8752,18.1216,17.8752,17.8752,0.062,38841600
1981-10-08,18.5024,18.6144,18.5024,18.5024,0.0642,31091200
1981-10-09,18.6144,18.8832,18.6144,18.6144,0.0646,54521600
1981-10-12,19.2416,19.376,19.2416,19.2416,0.0668,27350400
1981-10-13,19.2416,19.5104,19.2416,19.2416,0.0668,44195200
1981-10-14,18.256,18.256,18.1216,18.1216,0.0629,30979200
1981-10-15,18.5024,18.6144,18.5024,18.5024,0.0642,29433600
1981-10-16,18.368,18.368,18.256,18.256,0.0633,36467200
1981-10-19,18.6144,18.7488,18.6144,18.6144,0.0646,20585600
1981-10-20,19.6224,19.7568,19.6224,19.6224,0.0681,35728000
1981-10-21,19.6224,19.7568,19.6224,19.6224,0.0681,76899200
1981-10-22,19.6224,19.6224,19.5104,19.5104,0.0677,32278400
1981-10-23,19.1296,19.1296,18.9952,18.9952,0.0659,27910400
1981-10-26,18.9952,19.1296,18.9952,18.9952,0.0659,27283200
1981-10-27,19.376,19.6224,19.376,19.376,0.0672,85590400
1981-10-28,20.0032,20.1152,20.0032,20.0032,0.0694,44172800
1981-10-29,19.8688,19.8688,19.7568,19.7568,0.0685,30486400
1981-10-30,20.0032,20.1152,20.0032,20.0032,0.0694,52729600
1981-11-02,20.0032,20.1152,20.0032,20.0032,0.0694,36915200
1981-11-03,19.8688,19.8688,19.7568,19.7568,0.0685,28380800
1981-11-04,19.376,19.376,19.2416,19.2416,0.0668,23811200
1981-11-05,18.0096,18.0096,17.8752,17.8752,0.062,23363200
1981-11-06,18.0096,18.1216,18.0096,18.0096,0.0625,24595200
1981-11-09,18.256,18.368,18.256,18.256,0.0633,20384000
1981-11-10,18.368,18.5024,18.368,18.368,0.0637,16755200
1981-11-11,18.8832,18.9952,18.8832,18.8832,0.0655,27440000
1981-11-12,19.5104,19.6224,19.5104,19.5104,0.0677,39916800
1981-11-13,18.256,18.256,18.1216,18.1216,0.0629,21011200
1981-11-16,18.0096,18.0096,17.8752,17.8752,0.062,22556800
1981-11-17,18.256,18.368,18.256,18.256,0.0633,35414400
1981-11-18,18.8832,18.9952,18.8832,18.8832,0.0655,29142400
1981-11-19,18.8832,18.9952,18.8832,18.8832,0.0655,40006400
1981-11-20,18.9952,19.1296,18.9952,18.9952,0.0659,38102400
1981-11-23,18.368,18.368,18.1216,18.1216,0.0629,22960000
1981-11-24,18.1216,18.1216,18.0096,18.0096,0.0625,22153600
1981-11-25,18.368,18.5024,18.368,18.368,0.0637,52550400
1981-11-27,18.8832,18.9952,18.8832,18.8832,0.0655,37251200
1981-11-30,18.7488,18.7488,18.6144,18.6144,0.0646,23968000
1981-12-01,18.6144,18.7488,18.6144,18.6144,0.0646,23385600
1981-12-02,18.7488,18.8832,18.7488,18.7488,0.065,37564800
1981-12-03,18.6144,18.6144,18.5024,18.5024,0.0642,20428800
1981-12-04,18.9952,19.1296,18.9952,18.9952,0.0659,137155200
1981-12-07,19.1296,19.2416,19.1296,19.1296,0.0664,59292800
1981-12-08,18.9952,18.9952,18.7488,18.7488,0.065,50624000
1981-12-09,18.8832,18.9952,18.8832,18.8832,0.0655,34272000
1981-12-10,18.8832,18.9952,18.8832,18.8832,0.0655,37408000
1981-12-11,18.8832,18.9952,18.7488,18.7488,0.065,76092800
1981-12-14,18.368,18.368,18.1216,18.1216,0.0629,25244800
1981-12-15,18.6144,18.7488,18.6144,18.6144,0.0646,31315200
1981-12-16,19.5104,19.6224,19.5104,19.5104,0.0677,65452800
1981-12-17,21.1232,21.2576,21.1232,21.1232,0.0733,51452800
1981-12-18,22.8704,23.0048,22.8704,22.8704,0.0793,71724800
1981-12-21,21.9968,21.9968,21.8848,21.8848,0.0759,56403200
1981-12-22,22.2432,22.3776,22.2432,22.2432,0.0772,53827200
1981-12-23,21.8848,21.8848,21.7504,21.7504,0.0755,28896000
1981-12-24,21.8848,21.9968,21.8848,21.8848,0.0759,28918400
1981-12-28,21.1232,21.1232,20.8768,20.8768,0.0724,36579200
1981-12-29,21.2576,21.504,21.2576,21.2576,0.0737,24236800
1981-12-30,22.1312,22.2432,22.1312,22.1312,0.0768,32188800
1981-12-31,22.1312,22.2432,22.1312,22.1312,0.0768,54656000
1982-01-04,22.1312,22.1312,21.9968,21.9968,0.0763,71254400
1982-01-05,21.1232,21.1232,20.8768,20.8768,0.0724,35840000
1982-01-06,20.7424,20.7424,20.6304,20.6304,0.0716,66080000
1982-01-07,19.2416,19.2416,18.9952,18.9952,0.0659,70044800
1982-01-08,19.8688,20.0032,19.8688,19.8688,0.0689,56604800
1982-01-11,18.7488,18.7488,18.6144,18.6144,0.0646,33331200
1982-01-12,18.1216,18.1216,18.0096,18.0096,0.0625,59920000
1982-01-13,18.0096,18.0096,17.8752,17.8752,0.062,41753600
1982-01-14,18.7488,18.8832,18.7488,18.7488,0.065,25715200
1982-01-15,20.0032,20.2496,20.0032,20.0032,0.0694,46704000
1982-01-18,20.384,20.6304,20.384,20.384,0.0707,28000000
1982-01-19,20.1152,20.1152,19.8688,19.8688,0.0689,55507200
1982-01-20,20.2496,20.384,20.2496,20.2496,0.0702,25827200
1982-01-21,20.6304,20.7424,20.6304,20.6304,0.0716,33331200
1982-01-22,20.7424,20.8768,20.7424,20.7424,0.072,24259200
1982-01-25,20.2496,20.2496,20.1152,20.1152,0.0698,44710400
1982-01-26,19.6224,19.6224,19.376,19.376,0.0672,21212800
1982-01-27,19.5104,19.7568,19.5104,19.5104,0.0677,31360000
1982-01-28,20.1152,20.2496,20.1152,20.1152,0.0698,39603200
1982-01-29,20.384,20.496,20.384,20.384,0.0707,53155200
1982-02-01,20.384,20.384,20.1152,20.1152,0.0698,38528000
1982-02-02,20.2496,20.496,20.2496,20.2496,0.0702,54275200
1982-02-03,20.2496,20.384,20.2496,20.2496,0.0702,31472000
1982-02-04,19.8688,19.8688,19.7568,19.7568,0.0685,22041600
1982-02-05,19.7568,19.8688,19.7568,19.7568,0.0685,40297600
1982-02-08,18.6144,18.6144,18.5024,18.5024,0.0642,31696000
1982-02-09,18.5024,18.6144,18.5024,18.5024,0.0642,57904000
1982-02-10,18.7488,18.8832,18.7488,18.7488,0.065,38796800
1982-02-11,18.6144,18.6144,18.5024,18.5024,0.0642,24528000
1982-02-12,18.7488,18.8832,18.7488,18.7488,0.065,19644800
1982-02-16,18.5024,18.5024,18.368,18.368,0.0637,34316800
1982-02-17,18.6144,18.7488,18.6144,18.6144,0.0646,25580800
1982-02-18,18.8832,18.9952,18.8832,18.8832,0.0655,28380800
1982-02-19,18.8832,18.8832,18.7488,18.7488,0.065,13596800
1982-02-22,18.6144,18.6144,18.5024,18.5024,0.0642,26633600
1982-02-23,18.368,18.368,18.256,18.256,0.0633,34540800
1982-02-24,18.368,18.5024,18.368,18.368,0.0637,37945600
1982-02-25,18.368,18.368,18.256,18.256,0.0633,30800000
1982-02-26,18.256,18.368,18.256,18.256,0.0633,17427200
1982-03-01,18.368,18.5024,18.368,18.368,0.0637,35302400
1982-03-02,18.368,18.5024,18.368,18.368,0.0637,34809600
1982-03-03,18.368,18.5024,18.368,18.368,0.0637,23654400
1982-03-04,18.1216,18.1216,18.0096,18.0096,0.0625,38371200
1982-03-05,16.7552,16.7552,16.6208,16.6208,0.0577,45315200
1982-03-08,16.5088,16.5088,16.3744,16.3744,0.0568,35145600
1982-03-09,16.5088,16.6208,16.5088,16.5088,0.0573,52505600
1982-03-10,16.3744,16.3744,16.24,16.24,0.0563,86934400
1982-03-11,16.24,16.5088,16.24,16.24,0.0563,22579200
1982-03-12,15.3664,15.3664,15.2544,15.2544,0.0529,46547200
1982-03-15,15.2544,15.2544,15.12,15.12,0.0525,51363200
1982-03-16,15.008,15.008,14.8736,14.8736,0.0516,47152000
1982-03-17,14.2464,14.2464,14.1344,14.1344,0.049,50489600
1982-03-18,15.2544,15.3664,15.2544,15.2544,0.0529,56336000
1982-03-19,16.6208,16.7552,16.6208,16.6208,0.0577,65811200
1982-03-22,17.8752,18.0096,17.8752,17.8752,0.062,69193600
1982-03-23,17.7408,17.7408,17.6288,17.6288,0.0612,55955200
1982-03-24,16.7552,16.7552,16.6208,16.6208,0.0577,51609600
1982-03-25,16.6208,16.6208,16.5088,16.5088,0.0573,84112000
1982-03-26,16.3744,16.3744,16.24,16.24,0.0563,50780800
1982-03-29,16.6208,16.7552,16.6208,16.6208,0.0577,67603200
1982-03-30,16.8672,17.0016,16.8672,16.8672,0.0585,77952000
1982-03-31,16.8672,17.0016,16.8672,16.8672,0.0585,50153600
1982-04-01,17.7408,17.8752,17.7408,17.7408,0.0615,59136000
1982-04-02,17.7408,17.8752,17.7408,17.7408,0.0615,84806400
1982-04-05,17.7408,17.8752,17.7408,17.7408,0.0615,86643200
1982-04-06,17.7408,17.7408,17.6288,17.6288,0.0612,71590400
1982-04-07,17.4944,17.4944,17.3824,17.3824,0.0603,29097600
1982-04-08,17.4944,17.6288,17.4944,17.4944,0.0607,23990400
1982-04-12,17.4944,17.6288,17.3824,17.3824,0.0603,44307200
1982-04-13,16.128,16.128,15.9936,15.9936,0.0555,85299200
1982-04-14,16.128,16.24,16.128,16.128,0.0559,113590400
1982-04-15,16.3744,16.5088,16.3744,16.3744,0.0568,164281600
1982-04-16,16.8672,17.0016,16.8672,16.8672,0.0585,104048000
1982-04-19,16.7552,16.7552,16.5088,16.5088,0.0573,41283200
1982-04-20,15.8816,15.8816,15.7472,15.7472,0.0546,80550400
1982-04-21,15.7472,15.7472,15.6352,15.6352,0.0542,73024000
1982-04-22,15.5008,15.5008,15.3664,15.3664,0.0533,52595200
1982-04-23,15.3664,15.5008,15.3664,15.3664,0.0533,48294400
1982-04-26,15.7472,15.8816,15.7472,15.7472,0.0546,57926400
1982-04-27,15.3664,15.3664,15.2544,15.2544,0.0529,70268800
1982-04-28,14.7392,14.7392,14.6272,14.6272,0.0507,99232000
1982-04-29,14.6272,14.7392,14.6272,14.6272,0.0507,82230400
1982-04-30,14.7392,14.8736,14.7392,14.7392,0.0511,277401600
1982-05-03,15.2544,15.3664,15.2544,15.2544,0.0529,82700800
1982-05-04,15.7472,15.8816,15.7472,15.7472,0.0546,73987200
1982-05-05,15.7472,15.7472,15.5008,15.5008,0.0538,53939200
1982-05-06,15.9936,16.128,15.9936,15.9936,0.0555,75465600
1982-05-07,16.24,16.3744,16.24,16.24,0.0563,84716800
1982-05-10,16.128,16.128,15.9936,15.9936,0.0555,31606400
1982-05-11,15.6352,15.6352,15.5008,15.5008,0.0538,103017600
1982-05-12,15.2544,15.2544,15.12,15.12,0.0525,71008000
1982-05-13,15.2544,15.3664,15.2544,15.2544,0.0529,54454400
1982-05-14,14.8736,14.8736,14.6272,14.6272,0.0507,95737600
1982-05-17,14.4928,14.4928,14.3808,14.3808,0.0499,76204800
1982-05-18,14.2464,14.2464,14.1344,14.1344,0.049,122035200
1982-05-19,14.1344,14.1344,14,14,0.0486,75286400
1982-05-20,14.1344,14.2464,14.1344,14.1344,0.049,27619200
1982-05-21,14.2464,14.3808,14.2464,14.2464,0.0494,38841600
1982-05-24,14.3808,14.4928,14.3808,14.3808,0.0499,31987200
1982-05-25,14.3808,14.4928,14.3808,14.3808,0.0499,51564800
1982-05-26,14.3808,14.3808,14.2464,14.2464,0.0494,43276800
1982-05-27,14.1344,14.1344,14,14,0.0486,31248000
1982-05-28,14,14.1344,14,14,0.0486,19196800
1982-06-01,13.8656,13.8656,13.7536,13.7536,0.0477,47600000
1982-06-02,14,14.1344,14,14,0.0486,32905600
1982-06-03,13.7536,13.7536,13.5072,13.5072,0.0469,39760000
1982-06-04,13.2608,13.2608,13.1264,13.1264,0.0455,37676800
1982-06-07,13.1264,13.2608,13.1264,13.1264,0.0455,37161600
1982-06-08,13.1264,13.1264,12.992,12.992,0.0451,31404800
1982-06-09,12.88,12.88,12.7456,12.7456,0.0442,33846400
1982-06-10,12.88,12.992,12.88,12.88,0.0447,34406400
1982-06-11,13.3728,13.5072,13.3728,13.3728,0.0464,54633600
1982-06-14,13.3728,13.5072,13.3728,13.3728,0.0464,29993600
1982-06-15,13.3728,13.5072,13.3728,13.3728,0.0464,35212800
1982-06-16,13.3728,13.5072,13.3728,13.3728,0.0464,41731200
1982-06-17,13.2608,13.2608,13.1264,13.1264,0.0455,29164800
1982-06-18,13.1264,13.1264,12.88,12.88,0.0447,19868800
1982-06-21,12.88,12.992,12.88,12.88,0.0447,28537600
1982-06-22,13.3728,13.6192,13.3728,13.3728,0.0464,17561600
1982-06-23,13.7536,14,13.7536,13.7536,0.0477,52752000
1982-06-24,13.7536,13.8656,13.7536,13.7536,0.0477,44150400
1982-06-25,13.3728,13.3728,13.2608,13.2608,0.046,26678400
1982-06-28,13.2608,13.2608,13.1264,13.1264,0.0455,25155200
1982-06-29,12.88,12.88,12.7456,12.7456,0.0442,35817600
1982-06-30,12.7456,12.88,12.7456,12.7456,0.0442,67625600
1982-07-01,12.7456,12.7456,12.6336,12.6336,0.0438,55731200
1982-07-02,12.1184,12.1184,12.0064,12.0064,0.0417,58105600
1982-07-06,11.6256,11.6256,11.4912,11.4912,0.0399,87696000
1982-07-07,11.4912,11.6256,11.4912,11.4912,0.0399,30374400
1982-07-08,11.1328,11.1328,10.9984,10.9984,0.0382,164326400
1982-07-09,11.3792,11.4912,11.3792,11.3792,0.0395,128419200
1982-07-12,11.6256,11.76,11.6256,11.6256,0.0403,63392000
